nombre,url nar,urls db en nar y redirigida son iguales,url db en nar,url db redirigida,codigo status url db,status url db,ultima modificacion de pagina con url db en nar,categoria 1,subcategoria 1,categoria 2,subcategoria 2,categoria 3,subcategoria 3,doi,url redirigida del doi
HMDB - The Human Metabolome Database,https://www.oxfordjournals.org/nar/database/summary/991,False,http://www.hmdb.ca/,https://hmdb.ca/,200,OK,,Metabolic and Signaling Pathways,Metabolic pathways,,,,,http://dx.doi.org/10.1093/nar/gks1065,http://academic.oup.com/nar/article/41/D1/D801/1055560/HMDB-30The-Human-Metabolome-Database-in-2013
University of Pittsburgh Bioinformatics Resources Collection,https://www.oxfordjournals.org/nar/database/summary/992,False,http://www.hsls.pitt.edu/guides/genetics/obrc/,https://www.hsls.pitt.edu/guides/genetics/obrc/,404,Not Found,,Other Molecular Biology Databases,,,,,,,
IVDB - Influenza Virus Database,https://www.oxfordjournals.org/nar/database/summary/993,True,http://influenza.psych.ac.cn/,http://influenza.psych.ac.cn/,200,OK,,Genomics Databases (non-vertebrate),Viral genome databases,,,,,,
Mouse Phenome Database,https://www.oxfordjournals.org/nar/database/summary/995,False,http://phenome.jax.org/,https://phenome.jax.org/,200,OK,,Human and other Vertebrate Genomes,"Model organisms, comparative genomics",,,,,http://dx.doi.org/10.1093/nar/gkt1159,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkt1159
NATsDB,https://www.oxfordjournals.org/nar/database/summary/997,,http://natsdb.cbi.pku.edu.cn/,,"HTTPConnectionPool(host='natsdb.cbi.pku.edu.cn', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xa5b30730>: Failed to establish a new connection: [Errno -2] Name or service not known'))","HTTPConnectionPool(host='natsdb.cbi.pku.edu.cn', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xa5b30730>: Failed to establish a new connection: [Errno -2] Name or service not known'))",,RNA sequence databases,,,,,,,
ORENZA,https://www.oxfordjournals.org/nar/database/summary/998,False,http://www.orenza.u-psud.fr/,http://www.orenza.universite-paris-saclay.fr/,503,Service Unavailable,,Metabolic and Signaling Pathways,Enzymes and enzyme nomenclature,,,,,,
PathoPlantÂ®,https://www.oxfordjournals.org/nar/database/summary/999,True,http://www.pathoplant.de/,http://www.pathoplant.de/,200,OK,,Metabolic and Signaling Pathways,Protein-protein interactions,Plant databases,General plant databases,,,,
"PATRIC, the bacterial bioinformatics database and analysis resource",https://www.oxfordjournals.org/nar/database/summary/1000,False,http://www.patricbrc.org//,https://patricbrc.org//,404,Not Found,,Genomics Databases (non-vertebrate),Prokaryotic genome databases,,,,,http://dx.doi.org/10.1093/nar/gkt1099,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkt1099
PeroxisomeDB,https://www.oxfordjournals.org/nar/database/summary/1001,True,http://www.peroxisomedb.org/,http://www.peroxisomedb.org/,200,OK,,Protein sequence databases,Protein localization and targeting,Organelle databases,,,,,
Phospho3D,https://www.oxfordjournals.org/nar/database/summary/1003,False,http://www.biocomputing.it/phospho3d/,https://www.biocomputing.it/phospho3d/,403,Forbidden,,Protein sequence databases,Protein sequence motifs and active sites,Structure Databases,Protein structure,,,,
PReMod,https://www.oxfordjournals.org/nar/database/summary/1005,True,http://genomequebec.mcgill.ca/PReMod/,http://genomequebec.mcgill.ca/PReMod/,404,Not Found,,Nucleotide Sequence Databases,Transcriptional regulator sites and transcription factors,Human and other Vertebrate Genomes,Human ORFs,,,,
Pristionchus.org,https://www.oxfordjournals.org/nar/database/summary/1006,True,http://www.pristionchus.org/,http://www.pristionchus.org/,200,OK,22 Mar 2021,Genomics Databases (non-vertebrate),Invertebrate genome databases,,,,,,
PseudoGene,https://www.oxfordjournals.org/nar/database/summary/1007,True,http://www.pseudogene.org/,http://www.pseudogene.org/,200,OK,,Nucleotide Sequence Databases,Coding and non-coding DNA,,,,,,
SISYPHUS,https://www.oxfordjournals.org/nar/database/summary/1010,False,http://sisyphus.mrc-cpe.cam.ac.uk/,http://www.spice-3d.org/sisyphus,404,Not Found,,Protein sequence databases,Protein domain databases; protein classification,Structure Databases,Protein structure,,,,
SNAPPI,https://www.oxfordjournals.org/nar/database/summary/1012,True,http://www.compbio.dundee.ac.uk/SNAPPI/downloads.jsp,http://www.compbio.dundee.ac.uk/SNAPPI/downloads.jsp,200,OK,,Structure Databases,Protein structure,,,,,,
SNPSTR,https://www.oxfordjournals.org/nar/database/summary/1013,False,http://www3.imperial.ac.uk/theoreticalgenomics/data-software/,https://www.imperial.ac.uk/,200,OK,,Nucleotide Sequence Databases,Coding and non-coding DNA,Human and other Vertebrate Genomes,"Model organisms, comparative genomics",,,,
SUBA,https://www.oxfordjournals.org/nar/database/summary/1014,False,http://suba.plantenergy.uwa.edu.au/,https://suba.plantenergy.uwa.edu.au/,200,OK,,Protein sequence databases,Protein localization and targeting,Plant databases,Arabidopsis thaliana,,,http://dx.doi.org/10.1093/nar/gks1151,http://academic.oup.com/nar/article/41/D1/D1185/1063205/SUBA3-a-database-for-integrating-experimentation
SwissRegulon,https://www.oxfordjournals.org/nar/database/summary/1015,False,http://www.swissregulon.unibas.ch/,https://www.swissregulon.unibas.ch/,200,OK,10 Oct 2017,Nucleotide Sequence Databases,Transcriptional regulator sites and transcription factors,,,,,http://dx.doi.org/10.1093/nar/gks1145,http://academic.oup.com/nar/article/41/D1/D214/1062710/SwissRegulon-a-database-of-genomewide-annotations
TomatEST DB,https://www.oxfordjournals.org/nar/database/summary/1016,,http://biosrv.cab.unina.it/tomatestdb/,,"HTTPConnectionPool(host='biosrv.cab.unina.it', port=80): Max retries exceeded with url: /tomatestdb/ (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xa5acd040>: Failed to establish a new connection: [Errno 113] No route to host'))","HTTPConnectionPool(host='biosrv.cab.unina.it', port=80): Max retries exceeded with url: /tomatestdb/ (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xa5acd040>: Failed to establish a new connection: [Errno 113] No route to host'))",,Plant databases,Other plants,,,,,,
MGAN,https://www.oxfordjournals.org/nar/database/summary/1017,False,http://mgan.geni-act.org/â€‹,https://mgan.geni-act.org/%C3%A2%E2%82%AC%E2%80%B9,404,Not Found,,Genomics Databases (non-vertebrate),Prokaryotic genome databases,,,,,,
FINDbase,https://www.oxfordjournals.org/nar/database/summary/1020,False,http://www.findbase.org/,https://findbase.org/,200,OK,05 May 2022,Human Genes and Diseases,General polymorphism databases,,,,,http://dx.doi.org/10.1093/nar/gkt1125,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkt1125
InterFil,https://www.oxfordjournals.org/nar/database/summary/1021,True,http://www.interfil.org/,http://www.interfil.org/,200,OK,,Protein sequence databases,Protein localization and targeting,Human Genes and Diseases,"Gene-, system- or disease-specific databases",,,,
MiCroKitS,https://www.oxfordjournals.org/nar/database/summary/1022,False,http://microkit.biocuckoo.org,http://microkit.biocuckoo.org/,200,OK,,Protein sequence databases,Protein localization and targeting,,,,,http://dx.doi.org/10.1093/nar/gku1125,http://academic.oup.com/nar/article/43/D1/D328/2438004/MiCroKiTS-40-a-database-of-midbody-centrosome
IMGT/mAb-DB,https://www.oxfordjournals.org/nar/database/summary/1782,False,http://www.imgt.org,https://www.imgt.org/,200,OK,,Immunological databases,,,,,,http://dx.doi.org/10.1093/nar/gku1056,http://academic.oup.com/nar/article/43/D1/D413/2436677/IMGT-the-international-ImMunoGeneTics-information
ChemDB,https://www.oxfordjournals.org/nar/database/summary/1023,True,http://cdb.ics.uci.edu/,http://cdb.ics.uci.edu/,200,OK,03 Dec 2021,Structure Databases,Small molecules,,,,,,
ChemBank,https://www.oxfordjournals.org/nar/database/summary/1024,False,http://chembank.broadinstitute.org/,https://data.broadinstitute.org/chembank/,200,OK,01 May 2019,Structure Databases,Small molecules,,,,,,
NEIBank,https://www.oxfordjournals.org/nar/database/summary/1025,False,http://neibank.nei.nih.gov/,https://neibank.nei.nih.gov/,200,OK,08 Nov 2002,Human Genes and Diseases,"Gene-, system- or disease-specific databases",,,,,,
OncoDB.HCC,https://www.oxfordjournals.org/nar/database/summary/1026,True,http://oncodb.hcc.ibms.sinica.edu.tw/,http://oncodb.hcc.ibms.sinica.edu.tw/,200,OK,25 Jul 2012,Human Genes and Diseases,Cancer gene databases,,,,,,
fRNAdb,https://www.oxfordjournals.org/nar/database/summary/1027,False,http://www.ncrna.org/,https://www.ncrna.org/,200,OK,,RNA sequence databases,,,,,,,
PlasmID,https://www.oxfordjournals.org/nar/database/summary/1028,True,http://plasmid.hms.harvard.edu/,http://plasmid.hms.harvard.edu/,403,Forbidden,,Human and other Vertebrate Genomes,Human ORFs,,,,,,
MIPSPlantsDB,https://www.oxfordjournals.org/nar/database/summary/1029,,http://mips.gsf.de/proj/plant/jsf/,,"HTTPConnectionPool(host='mips.gsf.de', port=80): Max retries exceeded with url: /proj/plant/jsf/ (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0xa5acd2f8>, 'Connection to mips.gsf.de timed out. (connect timeout=120)'))","HTTPConnectionPool(host='mips.gsf.de', port=80): Max retries exceeded with url: /proj/plant/jsf/ (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0xa5acd2f8>, 'Connection to mips.gsf.de timed out. (connect timeout=120)'))",,Plant databases,General plant databases,,,,,http://dx.doi.org/10.1093/nar/gks1153,http://academic.oup.com/nar/article/41/D1/D1144/1063372/MIPS-PlantsDB-a-database-framework-for-comparative
VectorBase,https://www.oxfordjournals.org/nar/database/summary/1031,False,http://www.vectorbase.org,https://vectorbase.org/vectorbase/,200,OK,06 May 2022,Genomics Databases (non-vertebrate),Invertebrate genome databases,,,,,http://dx.doi.org/10.1093/nar/gku1117,https://academic.oup.com/nar/article/43/D1/D707/2437683
MINT,https://www.oxfordjournals.org/nar/database/summary/1032,False,http://mint.bio.uniroma2.it/mint/,https://mint.bio.uniroma2.it/mint/,403,Forbidden,,Metabolic and Signaling Pathways,Protein-protein interactions,,,,,http://dx.doi.org/10.1093/nar/GKR930,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkr930
DOMINO,https://www.oxfordjournals.org/nar/database/summary/1033,False,http://mint.bio.uniroma2.it/domino/,https://mint.bio.uniroma2.it/domino/,404,Not Found,,Metabolic and Signaling Pathways,Protein-protein interactions,,,,,,
euHCVdb,https://www.oxfordjournals.org/nar/database/summary/1034,False,http://euhcvdb.ibcp.fr/,https://euhcvdb.lyon.inserm.fr:443/,200,OK,28 Nov 2019,Genomics Databases (non-vertebrate),Viral genome databases,,,,,,
TRDB,https://www.oxfordjournals.org/nar/database/summary/1035,False,http://tandem.bu.edu/cgi-bin/trdb/trdb.exe,https://tandem.bu.edu/cgi-bin/trdb/trdb.exe,200,OK,,Nucleotide Sequence Databases,Coding and non-coding DNA,,,,,,
GenomeTraFaC,https://www.oxfordjournals.org/nar/database/summary/1036,False,http://genometrafac.cchmc.org/,https://genometrafac.cchmc.org/,200,OK,09 Jul 2020,Nucleotide Sequence Databases,Transcriptional regulator sites and transcription factors,,,,,,
ViTa,https://www.oxfordjournals.org/nar/database/summary/1039,,http://vita.mbc.nctu.edu.tw/,,"HTTPConnectionPool(host='vita.mbc.nctu.edu.tw', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xa5ae8148>: Failed to establish a new connection: [Errno -2] Name or service not known'))","HTTPConnectionPool(host='vita.mbc.nctu.edu.tw', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xa5ae8148>: Failed to establish a new connection: [Errno -2] Name or service not known'))",,Genomics Databases (non-vertebrate),Viral genome databases,,,,,,
3D rRNA modification maps,https://www.oxfordjournals.org/nar/database/summary/1041,False,http://people.biochem.umass.edu/fournierlab/3dmodmap/,https://people.biochem.umass.edu/fournierlab/3dmodmap/,200,OK,18 Dec 2006,RNA sequence databases,,,,,,,
3D-Interologs,https://www.oxfordjournals.org/nar/database/summary/1042,True,http://gemdock.life.nctu.edu.tw/3D-Interologs/,http://gemdock.life.nctu.edu.tw/3D-Interologs/,200,OK,,Metabolic and Signaling Pathways,Protein-protein interactions,,,,,,
4DXpress,https://www.oxfordjournals.org/nar/database/summary/1043,,http://4dx.embl.de/4DXpress/,,"HTTPConnectionPool(host='4dx.embl.de', port=80): Max retries exceeded with url: /4DXpress/ (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0xa5acdf40>, 'Connection to 4dx.embl.de timed out. (connect timeout=120)'))","HTTPConnectionPool(host='4dx.embl.de', port=80): Max retries exceeded with url: /4DXpress/ (Caused by ConnectTimeoutError(<urllib3.connection.HTTPConnection object at 0xa5acdf40>, 'Connection to 4dx.embl.de timed out. (connect timeout=120)'))",,Microarray Data and other Gene Expression Databases,,,,,,,
AlterORF,https://www.oxfordjournals.org/nar/database/summary/1044,,http://www.cienciavida.cl/alterorf/,,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))","('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))",,Genomics Databases (non-vertebrate),Prokaryotic genome databases,,,,,,
Animal Toxin Database,https://www.oxfordjournals.org/nar/database/summary/1045,False,http://protchem.hunnu.edu.cn/toxin/,http://portal.hunnu.edu.cn/#/user/c2login?sn=4QbEkhtWQu62_83YsirNcA&client_id=Q2WeS7xBQzq3TWuibxIpt7Q&redirect_uri=https%3A%2F%2Fwebvpn.hunnu.edu.cn%2Fauth%2Fthdportal_validate%3Ftarget%3Dhttps%253A%252F%252Fprotchem.hunnu.edu.cn%252Ftoxin%252F,200,OK,,Protein sequence databases,Databases of individual protein families,,,,,,
AutoPSI,https://www.oxfordjournals.org/nar/database/summary/1047,False,http://services.bio.ifi.lmu.de:1046/AutoPSIDB/,https://services.bio.ifi.lmu.de:1047/AutoPSIDB/,404,,,Structure Databases,Protein structure,,,,,,
Bacteriome.org,https://www.oxfordjournals.org/nar/database/summary/1048,True,http://www.bacteriome.org/,http://www.bacteriome.org/,200,OK,,Metabolic and Signaling Pathways,Protein-protein interactions,,,,,,
Binding MOAD,https://www.oxfordjournals.org/nar/database/summary/1049,False,http://bindingmoad.org,http://bindingmoad.org/,200,OK,,Metabolic and Signaling Pathways,Protein-protein interactions,,,,,http://dx.doi.org/10.1093/nar/gku1088,http://academic.oup.com/nar/article/43/D1/D465/2437418/Recent-improvements-to-Binding-MOAD-a-resource-for
ViPR,https://www.oxfordjournals.org/nar/database/summary/1051,,http://www.viprbrc.org,,"HTTPSConnectionPool(host='www.viprbrc.org', port=443): Read timed out. (read timeout=120)","HTTPSConnectionPool(host='www.viprbrc.org', port=443): Read timed out. (read timeout=120)",,Genomics Databases (non-vertebrate),Viral genome databases,Other Molecular Biology Databases,Drugs and drug design,,,http://dx.doi.org/10.1093/nar/GKR859,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkr859
GEM2Net,https://www.oxfordjournals.org/nar/database/summary/1054,False,http://urgv.evry.inra.fr/GEM2NET,http://urgv.evry.inra.fr/GEM2NET/,200,OK,,Plant databases,Arabidopsis thaliana,,,,,http://dx.doi.org/10.1093/nar/gku1155,http://academic.oup.com/nar/article/43/D1/D1010/2438420/GEM2Net-from-gene-expression-modeling-to-omics
CEBS,https://www.oxfordjournals.org/nar/database/summary/1055,False,http://cebs.niehs.nih.gov/,https://cebs.niehs.nih.gov/cebs/,200,OK,,Microarray Data and other Gene Expression Databases,,Other Molecular Biology Databases,Drugs and drug design,,,http://dx.doi.org/10.1093/nar/gks1163,http://academic.oup.com/nar/article/41/D1/D714/1065118/CFGP-20-a-versatile-webbased-platform-for
CFGP,https://www.oxfordjournals.org/nar/database/summary/1056,False,http://cfgp.riceblast.snu.ac.kr/,http://cfgp.riceblast.snu.ac.kr/index.php?a=view,200,OK,,Genomics Databases (non-vertebrate),Fungal genome databases,,,,,http://dx.doi.org/10.1093/nar/gks1024,https://academic.oup.com/nar/article/41/D1/D751/1051942
ChromDB,https://www.oxfordjournals.org/nar/database/summary/1057,True,http://www.chromdb.org/,http://www.chromdb.org/,200,OK,01 Oct 2018,Protein sequence databases,Databases of individual protein families,,,,,,
CMGSDB,https://www.oxfordjournals.org/nar/database/summary/1058,,https://bioinformatics.cs.vt.edu/cmgs/CMGSDB/,,"HTTPSConnectionPool(host='bioinformatics.cs.vt.edu', port=443): Max retries exceeded with url: /cmgs/CMGSDB/ (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1123)')))","HTTPSConnectionPool(host='bioinformatics.cs.vt.edu', port=443): Max retries exceeded with url: /cmgs/CMGSDB/ (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1123)')))",,Nucleotide Sequence Databases,Transcriptional regulator sites and transcription factors,Genomics Databases (non-vertebrate),Prokaryotic genome databases,,,,
